episode_id,turn_idx,implicature_load,duration_sec,new_assumption_count,gap_to_next_sec,next_response_type
88891,11,41.191599999999994,411.91599999999994,10.0,1.0690000000001874,Substantive
50645,7,41.168899999999994,411.68899999999996,10.0,1.2789999999999964,Substantive
83330,17,41.13440000000001,205.67200000000003,5.0,0.9200000000000728,Clarification
84099,11,41.09200000000001,164.36800000000005,4.0,0.6399999999998727,Clarification
82735,0,40.9439,409.439,10.0,2.120999999999981,Substantive
49271,7,40.83610000000001,408.3610000000001,10.0,1.1609999999998308,Substantive
49237,33,40.28050000000003,402.8050000000003,10.0,2.6419999999998254,Silence/Abandonment
50729,23,40.10229999999999,401.0229999999999,10.0,1.9640000000001692,Substantive
94515,25,40.09780000000003,400.9780000000003,10.0,2.3359999999997854,Substantive
72210,41,39.66924999999998,158.6769999999999,4.0,0.14000000000032742,Clarification
90596,17,39.664300000000004,396.64300000000003,10.0,1.3209999999999127,Silence/Abandonment
90860,11,39.60939999999998,396.0939999999998,10.0,0.41800000000012005,Substantive
72515,11,39.567750000000004,316.54200000000003,8.0,0.4199999999999591,Clarification
75000,0,39.416,157.664,4.0,0.5200000000000102,Backchannel
77669,1,39.2031,392.031,10.0,11.005999999999972,Silence/Abandonment
80660,5,39.17122222222223,352.54100000000005,9.0,0.5240000000000009,Clarification
43233,5,39.14739999999999,195.73699999999997,5.0,2.0260000000000673,Clarification
47134,21,39.07759999999998,195.38799999999992,5.0,0.3400000000001455,Substantive
81015,7,38.898199999999996,388.98199999999997,10.0,1.0760000000000218,Clarification
66196,15,38.794900000000005,387.94900000000007,10.0,0.6400000000003274,Substantive
83819,11,38.75420000000001,387.54200000000014,10.0,1.2239999999999327,Substantive
84869,0,38.73675,154.947,4.0,0.4759999999999991,Substantive
43233,1,38.6582,386.582,10.0,1.1400000000000432,Substantive
77434,0,38.5257,385.257,10.0,1.836999999999989,Substantive
78108,19,38.495000000000026,192.47500000000014,5.0,1.3599999999999,Substantive
88455,5,38.48488888888889,346.36400000000003,9.0,0.8410000000000082,Substantive
77842,7,38.45075000000001,153.80300000000005,4.0,0.7799999999999727,Clarification
80192,7,38.153099999999995,381.53099999999995,10.0,1.2000000000000455,Clarification
84508,7,38.14880000000001,381.48800000000006,10.0,1.1999999999999318,Clarification
45222,17,38.12270000000001,381.2270000000001,10.0,2.061999999999898,Clarification
45353,22,38.07950000000001,380.7950000000001,10.0,,Silence/Abandonment
92377,9,38.0733,380.73300000000006,10.0,1.3709999999998672,Clarification
44129,23,37.9885,379.885,10.0,5.339999999999918,Silence/Abandonment
49229,29,37.968999999999994,151.87599999999998,4.0,1.081000000000131,Clarification
97304,12,37.934299999999986,379.34299999999985,10.0,0.8610000000001037,Substantive
47412,12,37.9326,379.326,10.0,0.8599999999999,Substantive
48868,12,37.9326,379.326,10.0,0.8599999999999,Substantive
72849,1,37.876,151.504,4.0,0.5800000000000125,Substantive
95947,3,37.8465,151.386,4.0,0.7479999999999905,Substantive
43159,27,37.6904,376.904,10.0,0.7190000000000509,Clarification
95558,0,37.5877,375.877,10.0,1.164000000000044,Substantive
91926,9,37.52689999999999,375.2689999999999,10.0,1.2609999999999673,Clarification
91927,9,37.52689999999999,375.2689999999999,10.0,1.2609999999999673,Substantive
45222,19,37.4422,374.422,10.0,0.12099999999986721,Substantive
73003,0,37.373333333333335,336.36,9.0,1.2999999999999545,Substantive
94547,5,37.1202,371.20199999999994,10.0,0.8720000000000709,Substantive
51839,1,37.104,371.03999999999996,10.0,0.8199999999999932,Substantive
