model_number,model_name,short_label,term,coefficient,clustered_se,z_or_t,p_value,ci95_low,ci95_high
16,spec_16_drop_response_timing,− Gap/overlap,previous_log_iceberg_ratio,-0.12019933878181108,0.029002267072072804,-4.144480791212174,3.4058450237299176e-05,-0.1770427377130857,-0.06335593985053645
16,spec_16_drop_response_timing,− Gap/overlap,timeline_position,1.0441536526259763,0.0567966752408985,18.38406294377766,1.762589581134922e-75,0.9328342147121974,1.1554730905397552
16,spec_16_drop_response_timing,− Gap/overlap,I(timeline_position ** 2),-0.7728574713395672,0.052353935761878495,-14.762165634590612,2.5689730868868146e-49,-0.8754692998817726,-0.6702456427973618
16,spec_16_drop_response_timing,− Gap/overlap,log_duration,0.0024302627838699636,0.0031296273220728713,0.7765342431444228,0.4374336102431071,-0.0037036940524254004,0.008564219620165327
16,spec_16_drop_response_timing,− Gap/overlap,previous_log_duration,0.0630397443875143,0.003929736227057177,16.041724112033403,6.531559945444378e-58,0.05533760291373991,0.07074188586128868
17,spec_17_drop_previous_duration,− Previous duration,Intercept,0.9874919454376834,0.02115634855527605,46.67591587733692,0.0,0.9460262642249663,1.0289576266504004
17,spec_17_drop_previous_duration,− Previous duration,C(category)[T.commentary],0.06292177348758263,0.015458883925426074,4.070266248916698,4.6959438231568874e-05,0.03262291775256235,0.09322062922260291
17,spec_17_drop_previous_duration,− Previous duration,C(category)[T.news],0.03877521021124271,0.049421478233484695,0.7845821613844649,0.43269859240653175,-0.0580891071891175,0.13563952761160292
17,spec_17_drop_previous_duration,− Previous duration,C(category)[T.political],0.3969132789346949,0.013377638396336555,29.669906389709936,1.877972927300032e-193,0.3706935894796751,0.4231329683897147
17,spec_17_drop_previous_duration,− Previous duration,C(category)[T.religion],-0.07117392951736617,0.011895048655226871,-5.9834920882052245,2.1840365066739136e-09,-0.09448779647596245,-0.0478600625587699
17,spec_17_drop_previous_duration,− Previous duration,C(category)[T.sports],0.11007818554585724,0.022006245009587026,5.002133962332131,5.669916726568169e-07,0.06694673789210237,0.15320963319961212
17,spec_17_drop_previous_duration,− Previous duration,current_stance,0.030242225030533428,0.0026655517659619167,11.345577833721014,7.80092193520614e-30,0.025017839570320933,0.035466610490745926
17,spec_17_drop_previous_duration,− Previous duration,previous_stance,0.05133368428274773,0.0025827176175004917,19.87584083327993,6.587355258731708e-88,0.04627165077020967,0.056395717795285794
17,spec_17_drop_previous_duration,− Previous duration,previous_log_iceberg_ratio,0.21932948779208164,0.022768903533095596,9.632852432848892,5.809401187832014e-22,0.17470325689974747,0.2639557186844158
17,spec_17_drop_previous_duration,− Previous duration,timeline_position,1.1763378795440338,0.056916239942417006,20.66787758176141,6.741634721689788e-95,1.0647840991214563,1.2878916599666113
17,spec_17_drop_previous_duration,− Previous duration,I(timeline_position ** 2),-0.8844428038540151,0.05246284895223969,-16.85845930058393,9.092854725310617e-64,-0.9872680983267698,-0.7816175093812604
17,spec_17_drop_previous_duration,− Previous duration,log_duration,0.009749674229483373,0.0032107720202795074,3.0365513863655242,0.002393013158448911,0.0034566767071666305,0.016042671751800117
17,spec_17_drop_previous_duration,− Previous duration,log_gap,-0.03574377688149609,0.0030631832677299525,-11.668833940838576,1.839269032040595e-31,-0.04174750576429251,-0.02974004799869967
17,spec_17_drop_previous_duration,− Previous duration,overlap,-0.01376943682280423,0.023889684806025054,-0.5763758264123909,0.5643611801990444,-0.06059235864462708,0.03305348499901862
